model,held_out,coded,predicted,n,row_pct
harnet10 (full),25007,on back,on stomach,0,0.0
harnet10 (full),25007,on back,recline back,60,1.4545454545454546
harnet10 (full),25007,on back,sit,0,0.0
harnet10 (full),25007,on back,stand,0,0.0
harnet10 (full),25007,on side,crawl,0,0.0
harnet10 (full),25007,on side,on back,31,19.25465838509317
harnet10 (full),25007,on side,on side,126,78.26086956521739
harnet10 (full),25007,on side,on stomach,0,0.0
harnet10 (full),25007,on side,recline back,4,2.484472049689441
harnet10 (full),25007,on side,sit,0,0.0
harnet10 (full),25007,on side,stand,0,0.0
harnet10 (full),25007,on stomach,crawl,1,0.09025270758122744
harnet10 (full),25007,on stomach,on back,15,1.3537906137184115
harnet10 (full),25007,on stomach,on side,4,0.36101083032490977
harnet10 (full),25007,on stomach,on stomach,1085,97.92418772563177
harnet10 (full),25007,on stomach,recline back,0,0.0
harnet10 (full),25007,on stomach,sit,3,0.2707581227436823
harnet10 (full),25007,on stomach,stand,0,0.0
harnet10 (full),25007,recline back,crawl,0,0.0
harnet10 (full),25007,recline back,on back,34,1.3051823416506718
harnet10 (full),25007,recline back,on side,0,0.0
harnet10 (full),25007,recline back,on stomach,0,0.0
harnet10 (full),25007,recline back,recline back,2496,95.81573896353167
harnet10 (full),25007,recline back,sit,74,2.840690978886756
harnet10 (full),25007,recline back,stand,1,0.038387715930902115
harnet10 (full),25007,sit,crawl,14,0.8201523140011716
harnet10 (full),25007,sit,on back,0,0.0
harnet10 (full),25007,sit,on side,0,0.0
harnet10 (full),25007,sit,on stomach,44,2.5776215582893967
harnet10 (full),25007,sit,recline back,96,5.623901581722319
harnet10 (full),25007,sit,sit,1311,76.80140597539543
harnet10 (full),25007,sit,stand,242,14.176918570591681
harnet10 (full),25007,stand,crawl,3,5.555555555555555
harnet10 (full),25007,stand,on back,0,0.0
harnet10 (full),25007,stand,on side,0,0.0
harnet10 (full),25007,stand,on stomach,0,0.0
harnet10 (full),25007,stand,recline back,11,20.37037037037037
harnet10 (full),25007,stand,sit,20,37.03703703703704
harnet10 (full),25007,stand,stand,20,37.03703703703704
harnet10 (full),25008,crawl,crawl,0,0.0
harnet10 (full),25008,crawl,on back,0,0.0
harnet10 (full),25008,crawl,on side,0,0.0
harnet10 (full),25008,crawl,on stomach,0,0.0
harnet10 (full),25008,crawl,recline back,0,0.0
harnet10 (full),25008,crawl,sit,0,0.0
harnet10 (full),25008,crawl,stand,0,0.0
harnet10 (full),25008,on back,crawl,0,0.0
harnet10 (full),25008,on back,on back,2362,94.36675988813424
harnet10 (full),25008,on back,on side,47,1.8777467039552538
harnet10 (full),25008,on back,on stomach,2,0.07990411506192568
harnet10 (full),25008,on back,recline back,68,2.7167399121054734
harnet10 (full),25008,on back,sit,14,0.5593288054334798
harnet10 (full),25008,on back,stand,10,0.3995205753096284
harnet10 (full),25008,on side,crawl,0,0.0
harnet10 (full),25008,on side,on back,2,6.666666666666667
harnet10 (full),25008,on side,on side,27,90.0
harnet10 (full),25008,on side,on stomach,1,3.3333333333333335
harnet10 (full),25008,on side,recline back,0,0.0
harnet10 (full),25008,on side,sit,0,0.0
harnet10 (full),25008,on side,stand,0,0.0
harnet10 (full),25008,on stomach,crawl,17,0.5666666666666667
harnet10 (full),25008,on stomach,on back,0,0.0
harnet10 (full),25008,on stomach,on side,0,0.0
harnet10 (full),25008,on stomach,on stomach,2972,99.06666666666666
harnet10 (full),25008,on stomach,recline back,0,0.0
harnet10 (full),25008,on stomach,sit,10,0.33333333333333337
harnet10 (full),25008,on stomach,stand,1,0.03333333333333333
harnet10 (full),25008,recline back,crawl,0,0.0
harnet10 (full),25008,recline back,on back,347,14.6723044397463
harnet10 (full),25008,recline back,on side,31,1.3107822410147991
harnet10 (full),25008,recline back,on stomach,1,0.042283298097251586
harnet10 (full),25008,recline back,recline back,1832,77.46300211416491
harnet10 (full),25008,recline back,sit,115,4.862579281183932
harnet10 (full),25008,recline back,stand,39,1.6490486257928119
harnet10 (full),25008,sit,crawl,7,0.6334841628959276
harnet10 (full),25008,sit,on back,0,0.0
harnet10 (full),25008,sit,on side,0,0.0
harnet10 (full),25008,sit,on stomach,11,0.9954751131221719
harnet10 (full),25008,sit,recline back,223,20.18099547511312
harnet10 (full),25008,sit,sit,771,69.77375565610859
harnet10 (full),25008,sit,stand,93,8.416289592760181
harnet10 (full),25008,stand,crawl,0,0.0
harnet10 (full),25008,stand,on back,0,0.0
harnet10 (full),25008,stand,on side,0,0.0
harnet10 (full),25008,stand,on stomach,1,0.4273504273504274
harnet10 (full),25008,stand,recline back,8,3.418803418803419
harnet10 (full),25008,stand,sit,44,18.803418803418804
harnet10 (full),25008,stand,stand,181,77.35042735042735
